danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Position,Genres,Artist_Name,Date
0.576,0.724,0,-5.147,1,0.0274,0.016,0.0,0.107,0.34,93.029,206598,4,86,contemporary country**country**country dawn**country pop**country road**neo mellow,Lady A,5/28/19
0.508,0.557,8,-8.967,0,0.0478,0.00235,0.0134,0.588,0.199,77.572,179013,4,88,hip hop**rap,"Tyler, The Creator",5/28/19
0.515,0.802,2,-2.655,0,0.283,0.18,0.0,0.241,0.279,76.069,153337,4,91,dirty south rap**hip hop**miami hip hop**pop**pop rap**rap**southern hip hop**trap,DJ Khaled,5/28/19
0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,200107,4,12,atl hip hop**atl trap**gangster rap**hip hop**melodic rap**pop rap**rap**trap,Young Thug,6/4/19
0.746,0.787,4,-6.373,1,0.12,0.214,0.0,0.0669,0.607,95.005,206187,4,34,pop**uk pop,Ed Sheeran,6/4/19
0.562,0.46,5,-4.173,1,0.259,0.476,0.0,0.107,0.623,176.055,158099,4,48,boy band**dance pop**electropop**pop**post-teen pop,5 Seconds of Summer,6/4/19
0.884,0.936,1,-3.931,1,0.167,0.206,0.0,0.262,0.758,120.004,236501,4,59,boston hip hop**hip hop**pop rap**rap,Joyner Lucas,6/4/19
0.56,0.736,0,-7.306,1,0.0446,0.341,9.81e-06,0.155,0.824,79.843,195147,4,76,contemporary country**country**country road**modern country rock,Eric Church,6/4/19
0.95,0.624,8,-5.725,0,0.168,0.00126,1.23e-06,0.0715,0.86,135.985,228186,4,94,dfw rap**gangster rap**hip hop**houston rap**pop rap**rap**southern hip hop**trap,Yella Beezy,6/4/19
0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,96,latin**reggaeton**reggaeton colombiano,Maluma,6/4/19
0.526,0.85,10,-4.47,0,0.0313,0.023,0.0,0.0948,0.338,141.973,184173,4,97,contemporary country**country**country road,Jason Aldean,6/4/19
0.77,0.882,8,-4.792,1,0.0602,0.194,0.0,0.316,0.385,99.991,223523,4,15,dance pop**pop**post-teen pop,Katy Perry,6/11/19
0.888,0.525,1,-5.665,1,0.305,0.029,5.68e-06,0.137,0.243,133.983,143792,4,16,dance pop**pop**pop rap**rap,Cardi B,6/11/19
0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,219080,4,54,dance pop**pop**post-teen pop,Miley Cyrus,6/11/19
0.585,0.696,4,-5.6,0,0.0307,0.204,0.0,0.344,0.522,104.01,217640,4,67,dance pop**edm**electropop**pop**pop dance**tropical house,The Chainsmokers,6/11/19
0.789,0.786,2,-4.788,1,0.297,0.596,0.0,0.0997,0.39,119.957,248040,4,70,hip hop**pop rap**rap,NF,6/11/19
0.664,0.848,2,-3.528,1,0.0661,0.00765,0.0,0.149,0.702,136.144,137173,4,91,country road,John Rich,6/11/19
0.774,0.473,1,-5.122,0,0.0569,0.221,0.0,0.222,0.416,97.953,177253,4,92,pop**pop rap,Bryce Vine,6/11/19
0.751,0.756,9,-5.453,0,0.0375,0.257,0.0,0.0582,0.644,129.954,162528,4,94,melodic rap**rap**trap,Trippie Redd,6/11/19
0.572,0.794,2,-3.224,1,0.0455,0.395,0.0,0.23,0.79,148.095,175595,4,97,contemporary country**country**country road**modern country rock,Chris Young,6/11/19
0.689,0.412,7,-7.523,0,0.0301,0.488,0.00016,0.0659,0.537,126.754,184060,4,99,electropop**pop,SHAED,6/11/19
0.696,0.454,1,-6.756,0,0.153,0.123,0.0,0.155,0.136,92.928,260640,4,9,dance pop**pop**pop rap**r&b**rap,Chris Brown,6/18/19
0.554,0.755,2,-6.04,1,0.0319,0.225,0.0,0.301,0.624,77.962,225253,4,62,contemporary country**country,Luke Combs,6/18/19
0.847,0.678,9,-8.635,1,0.109,0.0669,0.0,0.274,0.811,97.984,200594,4,66,black americana**country rap,Blanco Brown,6/18/19
0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4,69,latin**reggaeton**trap latino,Bad Bunny,6/18/19
0.592,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.011,277262,4,83,dance pop**edm**pop**pop dance,Avicii,6/18/19
0.881,0.549,10,-5.589,1,0.272,0.0091,0.0,0.137,0.202,144.019,204520,4,87,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,6/18/19
0.434,0.314,10,-7.78,0,0.0577,0.786,0.0,0.163,0.347,175.077,178160,4,92,latin**puerto rican pop**reggaeton**trap latino,Ozuna,6/18/19
0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,183000,4,93,boy band**dance pop**pop**post-teen pop,Jonas Brothers,6/18/19
0.551,0.609,7,-8.975,1,0.143,0.368,0.000154,0.192,0.324,139.084,104013,4,98,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,6/18/19
0.801,0.774,1,-5.125,1,0.157,0.0365,3.03e-06,0.114,0.321,144.988,150760,4,99,atl hip hop**hip hop**pop rap**rap**southern hip hop**trap,Future,6/18/19
0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773,4,100,latin**panamanian pop**reggaeton**trap latino,Sech,6/18/19
0.771,0.671,2,-5.617,1,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360,4,2,pop,Taylor Swift,6/25/19
0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,205427,4,7,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,6/25/19
0.646,0.899,6,-2.232,1,0.298,0.0337,0.0,0.232,0.685,164.119,219507,4,35,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,6/25/19
0.761,0.586,0,-5.368,1,0.359,0.0392,0.0,0.0558,0.719,149.804,169147,4,75,hip hop**rap**trap**underground hip hop,Dreamville,6/25/19
0.552,0.638,1,-7.474,1,0.11,0.387,0.00014,0.374,0.332,167.834,180019,4,80,alternative r&b**viral pop,Joji,6/25/19
0.433,0.905,11,-2.171,1,0.101,0.00803,0.0,0.337,0.375,148.149,237203,4,92,brostep**edm**pop**pop dance**progressive electro house,Marshmello,6/25/19
0.732,0.463,11,-6.972,0,0.0287,0.374,0.0,0.194,0.397,95.971,212607,4,97,canadian hip hop**pop,Ali Gatie,6/25/19
0.537,0.784,3,-4.869,1,0.034,0.0979,0.0,0.224,0.468,137.995,191018,4,100,arkansas country**contemporary country**country**country road**modern country rock**redneck,Justin Moore,6/25/19
0.759,0.54,9,-6.039,0,0.0287,0.037,0.0,0.0945,0.75,116.947,190960,4,2,canadian pop**dance pop**pop**viral pop,Shawn Mendes,7/2/19
0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.123,0.475,153.848,114893,4,16,lgbtq+ hip hop**pop,Lil Nas X,7/2/19
0.893,0.641,1,-3.051,1,0.272,0.128,8.06e-05,0.086,0.771,94.017,190747,4,20,dance pop**hip pop**pop**pop rap**queens hip hop,Nicki Minaj,7/2/19
0.706,0.679,9,-5.614,1,0.0324,0.139,6.98e-05,0.465,0.657,140.081,158707,4,22,lgbtq+ hip hop**pop,Lil Nas X,7/2/19
0.659,0.625,4,-2.253,1,0.045,0.0644,0.0,0.582,0.442,88.042,181824,4,57,brostep**edm**pop**pop dance**progressive electro house,Marshmello,7/2/19
0.746,0.497,1,-5.785,1,0.149,0.00944,8.6e-05,0.101,0.25,160.051,157816,4,72,atl hip hop**atl trap**rap**trap,Lil Baby,7/2/19
0.921,0.635,1,-4.904,1,0.416,0.0218,0.0,0.0946,0.549,130.028,192540,4,98,houston rap**pop**trap queen,Megan Thee Stallion,7/2/19
0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,163805,4,100,dance pop**dutch edm**edm**pop**pop dance**progressive house**tropical house,Martin Garrix,7/2/19
0.679,0.369,2,-8.506,1,0.0541,0.885,4.46e-06,0.314,0.751,99.525,186853,4,26,pop**uk pop,Ed Sheeran,7/9/19
0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267,4,63,edm**pop**pop dance**tropical house,Kygo,7/9/19
0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4,65,latin**reggaeton**reggaeton colombiano**trap latino,J Balvin,7/9/19
0.817,0.814,2,-3.985,1,0.185,0.32,0.0,0.152,0.247,109.994,196800,4,78,hip hop**pop rap**rap,NF,7/9/19
0.899,0.811,2,-6.294,1,0.258,0.000677,0.0,0.0672,0.587,105.038,126446,4,81,cali rap**dance pop**pop**pop rap**r&b**trap queen,Saweetie,7/9/19
0.843,0.39,2,-7.899,1,0.0846,0.178,0.0,0.137,0.495,129.972,160627,4,84,pop rap,Y2K,7/9/19
0.548,0.653,5,-3.875,1,0.081,0.456,0.0,0.103,0.163,150.068,174853,4,3,dfw rap**melodic rap**rap,Post Malone,7/16/19
0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,202040,4,44,hip hop**rap**trap**underground hip hop,Dreamville,7/16/19
0.631,0.796,1,-5.35,1,0.0401,0.000245,0.0108,0.38,0.596,92.47,209120,4,60,pop**uk pop,Ed Sheeran,7/16/19
0.642,0.647,7,-6.312,0,0.428,0.517,0.0,0.0649,0.664,120.749,217867,4,75,hip hop**rap**trap**underground hip hop,Dreamville,7/16/19
0.806,0.786,10,-3.831,0,0.0741,0.145,0.0,0.0935,0.58,91.973,309120,4,95,latin**reggaeton**trap latino,Jhay Cortez,7/16/19
0.593,0.81,1,-5.733,1,0.0625,0.602,0.0,0.119,0.712,144.011,207933,4,98,contemporary country**country**country road**modern country rock,Chris Lane,7/16/19
0.716,0.823,5,-5.313,0,0.0495,0.132,0.0,0.361,0.91,151.957,161747,4,37,pop**uk pop,Ed Sheeran,7/23/19
0.857,0.621,9,-6.376,0,0.0825,0.148,0.0,0.0865,0.668,97.989,204467,4,53,pop**uk pop,Ed Sheeran,7/23/19
0.852,0.666,11,-6.923,0,0.184,0.135,0.0,0.798,0.726,91.046,207760,4,57,pop**uk pop,Ed Sheeran,7/23/19
0.669,0.56,5,-5.003,1,0.0251,0.0821,0.0,0.0703,0.49,95.0,199413,4,83,contemporary country**country**country road,Kenny Chesney,7/23/19
0.67,0.661,3,-6.798,0,0.0466,0.704,0.0,0.217,0.425,119.985,201730,4,90,black americana**contemporary country**country road,Kane Brown,7/23/19
0.677,0.688,0,-4.058,0,0.0633,0.138,0.0,0.114,0.198,98.049,240429,4,92,hip hop**pop rap**rap,NF,7/23/19
0.614,0.884,0,-4.019,1,0.0402,0.00122,0.0,0.077,0.721,100.531,202853,4,96,contemporary country**country**country dawn**country road**oklahoma country**post-teen pop,Carrie Underwood,7/23/19
0.443,0.406,5,-9.064,1,0.0391,0.00903,0.0,0.0979,0.0558,80.896,273120,4,98,dance pop**pop**r&b,Beyonce,7/23/19
0.565,0.242,2,-8.367,1,0.0318,0.762,9.3e-06,0.285,0.237,81.657,243267,4,99,pop**uk pop,Ed Sheeran,7/23/19
0.477,0.682,1,-4.931,0,0.0925,0.153,0.0,0.0763,0.345,110.567,202205,5,29,dance pop**pop**uk pop,Sam Smith,7/30/19
0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511,145543,4,42,atl hip hop**atl trap**rap**trap,Lil Baby,7/30/19
0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,4,52,latin**reggaeton**reggaeton flow**trap boricua**trap latino,Anuel AA,7/30/19
0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,211240,4,69,pop,Taylor Swift,7/30/19
0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025,186223,4,82,dance pop**edm**electropop**indietronica**metropopolis**pop**uk pop,Ellie Goulding,7/30/19
0.608,0.709,7,-6.175,1,0.374,0.119,0.0,0.337,0.709,105.742,272069,4,90,dance pop**pop**r&b,Beyonce,7/30/19
0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008,180435,4,94,cali rap**hip hop**pop rap**rap**southern hip hop**trap,Mustard,7/30/19
0.502,0.633,1,-5.8,1,0.419,0.00991,0.0,0.389,0.552,83.226,349600,4,39,dirty south rap**gangster rap**hip hop**pop rap**rap**southern hip hop**trap,Rick Ross,8/6/19
0.899,0.509,9,-8.04,1,0.387,0.00157,0.0,0.0573,0.599,150.001,225924,4,58,chicago rap**conscious hip hop**hip hop**pop rap**rap,Chance the Rapper,8/6/19
0.635,0.677,10,-5.548,1,0.0909,0.161,0.0,0.154,0.253,94.95,213733,4,64,detroit hip hop**hip hop**pop**pop rap**rap**southern hip hop**trap,Big Sean,8/6/19
0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.351,100.1,209880,4,69,dance pop**edm**electropop**pop**pop dance**tropical house,The Chainsmokers,8/6/19
0.517,0.813,1,-6.325,1,0.0558,0.0153,0.0,0.106,0.444,83.005,222147,4,82,contemporary country**country**country road,Dierks Bentley,8/6/19
0.722,0.741,1,-3.72,1,0.19,0.249,0.0,0.151,0.46,162.11,308652,4,85,hip hop**pop rap**rap,NF,8/6/19
0.869,0.59,11,-8.214,1,0.257,0.07,0.0,0.236,0.479,107.934,151147,4,89,cali rap**trap,Blueface,8/6/19
0.767,0.884,2,-3.674,1,0.161,0.028,0.0,0.103,0.717,123.01,208238,4,94,chicago rap**conscious hip hop**hip hop**pop rap**rap,Chance the Rapper,8/6/19
0.606,0.655,6,-6.328,1,0.402,0.139,0.0,0.103,0.696,159.824,236686,4,95,chicago rap**conscious hip hop**hip hop**pop rap**rap,Chance the Rapper,8/6/19
0.4,0.795,10,-3.731,0,0.461,0.119,0.0,0.159,0.702,190.097,186107,4,8,dance pop**pop,Ariana Grande,8/13/19
0.421,0.539,11,-5.456,0,0.274,0.779,0.0,0.111,0.523,89.177,281519,3,58,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,8/13/19
0.631,0.788,4,-7.142,0,0.102,0.371,0.000317,0.108,0.544,157.769,240957,4,61,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,8/13/19
0.543,0.787,8,-6.52,1,0.241,0.248,0.0,0.0778,0.343,173.702,189397,4,67,social media pop,Sarah Jeffery,8/13/19
0.423,0.587,6,-6.635,1,0.529,0.765,0.0,0.114,0.33,180.331,253803,4,68,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,8/13/19
0.978,0.477,8,-8.159,1,0.155,0.000143,0.0,0.133,0.196,110.002,109091,4,82,cali rap,Ambjaay,8/13/19
0.338,0.729,6,-6.419,0,0.102,0.758,3.24e-05,0.18,0.543,184.174,283816,4,85,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,8/13/19
0.578,0.937,2,-5.685,1,0.0481,0.0294,0.0,0.122,0.479,102.983,191747,4,90,australian country**australian pop**contemporary country**country**country road,Keith Urban,8/13/19
0.31,0.584,7,-10.091,1,0.042,0.000827,0.512,0.0528,0.16,86.913,620101,4,93,alternative metal**alternative rock**art rock**nu metal**progressive metal**progressive rock**rock,TOOL,8/13/19
0.542,0.797,9,-4.45,0,0.0379,0.00111,0.0,0.0906,0.593,113.95,204720,4,94,contemporary country**country**country road**modern country rock,Cole Swindell,8/13/19
0.733,0.361,1,-11.129,1,0.135,0.348,0.000285,0.0942,0.0361,94.902,353698,4,95,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,8/13/19
0.496,0.775,11,-5.304,1,0.0411,0.000927,0.0,0.14,0.478,138.165,202587,4,97,contemporary country**country**country road**modern country rock**redneck,Brantley Gilbert,8/13/19
0.6,0.698,9,-5.86,1,0.0355,0.0724,1.64e-06,0.113,0.57,140.032,210373,4,99,arkansas country**contemporary country**country pop,Matt Stell,8/13/19
0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-06,0.214,0.57,98.985,199427,4,11,houston rap**pop**trap queen,Megan Thee Stallion,8/20/19
0.787,0.619,9,-7.32,1,0.17,0.181,0.0,0.323,0.824,124.09,127843,4,64,melodic rap**rap**trap,Trippie Redd,8/20/19
0.846,0.631,5,-5.547,1,0.1,0.203,0.0,0.455,0.602,115.999,161963,4,81,dance pop**pop**post-teen pop,Katy Perry,8/20/19
0.72,0.87,3,-5.155,0,0.142,0.0682,0.0,0.144,0.802,160.039,188218,4,84,pop**post-teen pop**social media pop,Dove Cameron,8/20/19
0.597,0.733,1,-6.017,1,0.41,0.134,0.0,0.159,0.639,171.016,214035,4,86,hip hop**pop**pop rap**r&b**rap**southern hip hop**trap**urban contemporary,Wale,8/20/19
0.669,0.557,8,-8.835,0,0.0498,0.0574,0.0,0.0662,0.553,144.043,186944,4,87,melodic rap**rap**trap,Trippie Redd,8/20/19
0.686,0.9,5,-4.406,1,0.0614,0.068,0.0,0.0985,0.962,155.963,206293,4,90,contemporary country**country pop,Runaway June,8/20/19
0.567,0.515,6,-10.265,0,0.247,0.354,0.0,0.078,0.321,120.1,224000,1,92,brooklyn drill**melodic rap**nyc rap,Lil Tjay,8/20/19
0.852,0.73,1,-5.803,1,0.0579,0.0219,0.0,0.336,0.394,92.506,157693,4,93,north carolina hip hop**rap,DaBaby,8/20/19
0.359,0.543,7,-7.582,1,0.0915,0.492,1.57e-05,0.118,0.453,68.505,221307,4,19,pop,Taylor Swift,8/27/19
0.855,0.651,0,-8.044,0,0.235,0.063,0.0,0.0772,0.559,111.997,193027,4,26,atl hip hop**atl trap**gangster rap**hip hop**melodic rap**pop rap**rap**trap,Young Thug,8/27/19
0.974,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,0.892,111.959,149040,4,32,atl hip hop**atl trap**gangster rap**hip hop**melodic rap**pop rap**rap**trap,Young Thug,8/27/19
0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,193837,4,33,dance pop**pop**post-teen pop**r&b**urban contemporary,Normani,8/27/19
0.53,0.538,5,-6.672,1,0.0335,0.17,2.83e-06,0.248,0.288,148.051,233654,4,47,dance pop**pop**post-teen pop,Miley Cyrus,8/27/19
0.961,0.438,7,-7.877,1,0.31,0.0431,0.0,0.139,0.412,124.018,251080,4,55,atl hip hop**atl trap**gangster rap**hip hop**melodic rap**pop rap**rap**trap,Young Thug,8/27/19
0.611,0.539,7,-10.617,1,0.411,0.0485,0.0,0.127,0.627,82.766,207133,4,60,atl hip hop**atl trap**gangster rap**hip hop**melodic rap**pop rap**rap**trap,Young Thug,8/27/19
0.93,0.561,0,-8.053,1,0.25,0.101,0.0,0.0992,0.596,140.987,184093,4,61,atl hip hop**atl trap**gangster rap**hip hop**melodic rap**pop rap**rap**trap,Young Thug,8/27/19
0.874,0.552,1,-7.951,1,0.271,0.000786,0.286,0.144,0.521,147.043,238027,4,70,atl hip hop**atl trap**gangster rap**hip hop**melodic rap**pop rap**rap**trap,Young Thug,8/27/19
0.765,0.556,11,-6.417,1,0.0512,0.275,0.0,0.0824,0.274,111.033,169227,4,78,dance pop**edm**electro house**house**moombahton**ninja**pop**pop dance**tropical house,Diplo,8/27/19
0.953,0.515,10,-8.546,1,0.0846,0.00389,0.0,0.11,0.351,138.039,209253,4,82,atl hip hop**atl trap**gangster rap**hip hop**melodic rap**pop rap**rap**trap,Young Thug,8/27/19
0.785,0.652,0,-2.607,1,0.0668,0.102,0.0,0.0697,0.484,170.024,203093,4,83,dance pop**pop,Doja Cat,8/27/19
0.974,0.596,6,-8.888,1,0.184,0.0976,0.0,0.151,0.892,111.959,149040,4,84,atl hip hop**atl trap**gangster rap**hip hop**melodic rap**pop rap**rap**trap,Young Thug,8/27/19
0.826,0.691,1,-6.557,1,0.129,0.000541,0.0,0.157,0.603,162.966,178240,4,92,atl hip hop**atl trap**gangster rap**hip hop**melodic rap**pop rap**rap**trap,Young Thug,8/27/19
0.637,0.853,1,-4.664,1,0.109,0.216,0.0,0.0357,0.861,93.87,190640,4,99,contemporary country**country**country road**modern country rock,Russell Dickerson,8/27/19
0.686,0.561,10,-9.929,0,0.191,0.185,0.0,0.114,0.186,148.775,116240,4,100,melodic rap**rap,Lil Tecca,8/27/19
0.473,0.579,4,-5.824,1,0.0384,0.214,0.0,0.0877,0.255,73.942,297013,4,23,pop,Taylor Swift,9/3/19
0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,170640,4,28,pop,Taylor Swift,9/3/19
0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4,29,pop,Taylor Swift,9/3/19
0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,222400,4,45,pop,Taylor Swift,9/3/19
0.662,0.747,11,-6.926,0,0.0736,0.028,0.00615,0.138,0.487,150.088,234147,4,49,pop,Taylor Swift,9/3/19
0.897,0.366,0,-8.029,1,0.0569,0.00889,0.000353,0.0715,0.416,100.003,173387,4,51,pop,Taylor Swift,9/3/19
0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,159736,4,52,dance pop**escape room**minnesota hip hop**pop**trap queen,Lizzo,9/3/19
0.824,0.624,0,-9.728,1,0.0827,0.781,0.000189,0.1,0.248,102.012,287267,4,57,pop,Taylor Swift,9/3/19
0.695,0.71,1,-6.639,1,0.05,0.0246,0.000104,0.133,0.557,157.925,190240,4,62,pop,Taylor Swift,9/3/19
0.433,0.182,0,-12.566,1,0.0641,0.907,0.0,0.123,0.421,207.476,201587,4,63,pop,Taylor Swift,9/3/19
0.712,0.732,4,-6.754,1,0.0629,0.454,0.0,0.319,0.313,94.071,198533,4,67,pop,Taylor Swift,9/3/19
0.756,0.449,9,-8.746,1,0.0344,0.13,0.0,0.114,0.399,111.011,223293,4,75,pop,Taylor Swift,9/3/19
0.739,0.32,11,-10.862,0,0.239,0.736,0.000147,0.111,0.351,79.97,200307,4,77,pop,Taylor Swift,9/3/19
0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918,143227,4,87,pop**r&b,Summer Walker,9/3/19
0.557,0.496,0,-9.602,1,0.0563,0.808,0.000173,0.0772,0.265,149.983,293453,4,89,pop,Taylor Swift,9/3/19
0.706,0.358,6,-8.331,1,0.0347,0.677,0.0,0.107,0.478,75.991,186240,4,91,contemporary country**country**country road,Old Dominion,9/3/19
0.737,0.175,10,-9.912,1,0.0401,0.971,0.000337,0.171,0.545,70.008,150440,4,92,pop,Taylor Swift,9/3/19
0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4,7,dfw rap**melodic rap**rap,Post Malone,9/10/19
0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193,4,59,art pop**pop,Lana Del Rey,9/10/19
0.897,0.743,10,-5.446,0,0.222,0.304,4.44e-05,0.137,0.905,134.979,187105,4,69,east coast hip hop**hip hop**rap**trap,A$AP Rocky,9/10/19
0.619,0.613,0,-5.83,1,0.0796,0.0614,0.0,0.117,0.483,82.419,232733,4,77,dance pop**pop**pop rap**r&b**rap,Chris Brown,9/10/19
0.563,0.624,8,-8.271,1,0.287,0.0439,0.0,0.111,0.337,152.068,163267,4,80,melodic rap**rap,Lil Tecca,9/10/19
0.829,0.582,7,-5.721,0,0.0415,0.525,0.0,0.0759,0.51,108.028,109373,4,84,melodic rap**rap,Lil Tecca,9/10/19
0.684,0.687,2,-4.673,1,0.2,0.0164,0.0,0.253,0.265,184.026,151067,4,89,detroit hip hop**hip hop**pop**pop rap**rap**southern hip hop**trap,Big Sean,9/10/19
0.582,0.846,0,-2.771,1,0.0451,0.022,0.0,0.133,0.736,92.004,165587,4,90,contemporary country**country**country road**modern country rock,Chris Janson,9/10/19
0.612,0.57,11,-6.642,0,0.0347,0.278,0.0,0.0963,0.334,77.004,197293,4,96,contemporary country**country**texas country,Maren Morris,9/10/19
0.719,0.538,11,-6.897,0,0.28,0.632,0.0,0.135,0.803,204.132,117013,4,97,melodic rap**rap,Lil Tecca,9/10/19
0.754,0.646,7,-5.795,1,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573,4,98,latin**reggaeton**reggaeton colombiano**trap latino,J Balvin,9/10/19
0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.919,229573,4,8,dfw rap**melodic rap**rap,Post Malone,9/17/19
0.405,0.646,4,-3.206,0,0.0476,0.331,0.0,0.103,0.17,130.218,156267,4,15,dfw rap**melodic rap**rap,Post Malone,9/17/19
0.542,0.674,6,-4.169,1,0.21,0.0588,0.0,0.0955,0.667,76.388,196760,4,16,dfw rap**melodic rap**rap,Post Malone,9/17/19
0.617,0.684,0,-3.618,1,0.0439,0.0545,0.0,0.104,0.295,132.113,150867,4,18,dfw rap**melodic rap**rap,Post Malone,9/17/19
0.614,0.66,0,-2.848,1,0.0441,0.19,0.0,0.211,0.452,145.01,245267,4,20,dfw rap**melodic rap**rap,Post Malone,9/17/19
0.442,0.737,7,-5.046,1,0.109,0.0589,0.0,0.102,0.21,112.93,218320,5,22,dfw rap**melodic rap**rap,Post Malone,9/17/19
0.632,0.732,6,-3.498,1,0.092,0.105,1.15e-05,0.111,0.317,159.0,221173,4,29,dfw rap**melodic rap**rap,Post Malone,9/17/19
0.724,0.772,6,-4.389,0,0.184,0.25,0.0,0.308,0.347,95.074,168280,4,34,dfw rap**melodic rap**rap,Post Malone,9/17/19
0.665,0.741,0,-3.694,1,0.0787,0.154,3.02e-05,0.345,0.57,144.968,156893,4,37,dfw rap**melodic rap**rap,Post Malone,9/17/19
0.476,0.701,0,-4.234,1,0.0349,0.102,0.0,0.242,0.405,163.882,158120,4,52,dfw rap**melodic rap**rap,Post Malone,9/17/19
0.666,0.603,1,-5.671,1,0.0763,0.497,0.0,0.112,0.262,102.94,141413,4,53,dfw rap**melodic rap**rap,Post Malone,9/17/19
0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,4,56,dance pop**pop**post-teen pop,Camila Cabello,9/17/19
0.469,0.489,0,-6.071,1,0.0314,0.841,0.0,0.103,0.201,74.013,123387,4,58,dfw rap**melodic rap**rap,Post Malone,9/17/19
0.377,0.651,4,-5.437,0,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,219742,4,60,dance pop**pop**post-teen pop,Camila Cabello,9/17/19
0.82,0.697,6,-7.296,0,0.378,0.0349,0.0,0.197,0.629,154.992,185866,4,68,baton rouge rap**trap,YoungBoy Never Broke Again,9/17/19
0.462,0.512,9,-5.443,1,0.0334,0.478,0.0,0.0993,0.29,114.014,167796,4,82,contemporary country**country**pop,Kelsea Ballerini,9/17/19
0.644,0.755,1,-5.325,1,0.0448,0.00237,7.64e-06,0.0859,0.334,102.861,190067,4,13,dance pop**pop,Ariana Grande,9/24/19
0.787,0.713,7,-5.252,1,0.401,0.0849,0.0,0.717,0.761,175.046,148759,4,40,memphis hip hop,NLE Choppa,9/24/19
0.667,0.583,11,-5.127,0,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,4,45,dance pop**electropop**etherpop**indie poptimism**pop,Halsey,9/24/19
0.854,0.554,8,-4.684,1,0.172,0.769,1.84e-06,0.0749,0.272,142.069,163121,4,75,canadian hip hop**canadian pop**hip hop**rap**toronto rap,Drake,9/24/19
0.941,0.676,4,-5.54,0,0.0936,0.211,4.64e-06,0.0986,0.93,120.073,156960,4,76,melodic rap**rap**trap,A Boogie Wit da Hoodie,9/24/19
0.782,0.559,6,-7.106,0,0.0767,0.125,0.0,0.385,0.685,129.992,188344,1,91,pop**pop rap,blackbear,9/24/19
